field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,G_count,G_mean,G_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
878,750354.962,6297257.671,25.265,"12",8,51.25,53,8,11740,11632.5,8,6651,6606.5,8,14065.5,13788.5,8,13223.125,13250.5
879,750352.32,6297251.681,25.248,"10",9,58.6666666666667,62,9,18169,18282,9,10041.1111111111,10052,9,24060.7777777778,23815,9,21466.4444444444,21323
880,750349.461,6297245.815,25.289,"8",9,47.8888888888889,49,9,12751.4444444444,12292,9,7325.66666666667,7347,9,16188.4444444444,14990,9,14768.7777777778,14424
881,750346.821,6297241.514,25.154,"26",9,31.7777777777778,33,9,10545,10324,9,6285.88888888889,6246,9,12276.2222222222,11993,9,12373.7777777778,12037
882,750345.714,6297237.469,25.257,"13",9,65.4444444444444,65,9,8971.55555555555,8599,9,8658.55555555555,7845,9,10622.1111111111,10184,9,10603.2222222222,10303
883,750342.97,6297232.697,25.248,"10",9,31.8888888888889,32,9,16291.5555555556,15363,9,8932.11111111111,8947,9,25156.3333333333,24382,9,23369.3333333333,23142
884,750341.182,6297229.018,25.253,"12",10,33.4,31,10,8800.1,8589.5,10,5694.1,5605.5,10,9885.5,9370,10,10263.8,9794
885,750338.929,6297224.773,25.241,"13",9,32.7777777777778,27,9,12100.5555555556,11401,9,6889,6901,9,14077,13013,9,12440.1111111111,11898
886,750335.972,6297218.679,25.201,"14",11,23,21,11,10845.7272727273,9874,11,6829.27272727273,6444,11,13494.1818181818,11663,11,12159.4545454545,11691
887,750333.615,6297214.024,25.224,"14",9,30.6666666666667,24,9,11861.1111111111,11097,9,6886.11111111111,6726,9,16209.1111111111,15704,9,15912.2222222222,15734
888,750331.776,6297210.015,25.208,"14",9,39.8888888888889,31,9,10751.1111111111,9661,9,6671.22222222222,6524,9,14839.2222222222,13829,9,14009,12603
889,750330.468,6297206.717,25.216,"15",9,27.1111111111111,22,9,14129.3333333333,13751,9,7137.88888888889,6932,9,20595,21479,9,18671.4444444444,19200
890,750328.594,6297203.468,25.214,"14",10,49.9,46.5,10,16525.6,16653,10,9010.9,8904,10,25005.7,25073.5,10,23230.7,23320.5
891,750325.736,6297197.118,25.203,"14",9,19.5555555555556,18,9,9140.66666666667,8767,9,5530.11111111111,5444,9,12674.2222222222,12429,9,13752.2222222222,14088
892,750323.866,6297193.623,25.217,"15",9,49,53,9,11805.3333333333,11528,9,7048.66666666667,7049,9,14926.1111111111,14960,9,14182.3333333333,13913
893,750321.152,6297187.476,25.235,"16",9,35.2222222222222,41,9,12367.4444444444,12197,9,6912.66666666667,6719,9,16463.5555555556,16373,9,16099,16245
894,750318.276,6297181.959,25.205,"16",12,45.6666666666667,47,12,14294.6666666667,14974.5,12,7526.83333333333,7765.5,12,19477.5,20045.5,12,16698.3333333333,15719.5
895,750316.375,6297177.97,25.219,"17",9,41.7777777777778,39,9,19016.3333333333,19557,9,9302.88888888889,8772,9,31337.6666666667,30592,9,30728.1111111111,31298
896,750314.97,6297175.001,25.189,"17",9,45.2222222222222,47,9,19132.4444444444,19378,9,9821.66666666667,9594,9,27482.6666666667,27970,9,24522.4444444444,23627
897,750313.465,6297172.405,25.212,"16",10,44.2,45.5,10,12018.2,11578,10,6989.2,6886,10,15297.9,15349.5,10,14230.4,13720.5
898,750311.551,6297168.369,25.215,"17",9,31.3333333333333,24,9,10683.2222222222,10891,9,6526.44444444444,6465,9,15032.6666666667,15198,9,15171.5555555556,15422
899,750309.673,6297164.778,25.226,"14",9,49.6666666666667,43,9,15187.4444444444,15639,9,8138.22222222222,8976,9,21020.1111111111,22970,9,16032.4444444444,15501
900,750308.174,6297162.152,25.264,"14",12,38.5,35,12,12542.5833333333,12678.5,12,6875.25,6794.5,12,18578.1666666667,18616,12,18374.3333333333,17969.5
