field_1,field_2,field_3,field_4,field_5,R_count,R_mean,R_median,G_count,G_mean,G_median,B_count,B_mean,B_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
823,765316.705,6308619.515,20.413,13,9,6987.66666666667,7015,9,7824.44444444444,7543,9,40.1111111111111,29,9,9607,9177,9,8307.22222222222,8321
824,765315.722,6308620.936,20.404,15,9,14868,15072,9,20502.3333333333,21237,9,100.111111111111,106,9,25568.1111111111,30396,9,17201.8888888889,18807
825,765314.557,6308621.303,20.393,11,10,15795.1,15753.5,10,21928.9,21730.5,10,85.7,94,10,26699.5,25945.5,10,19828,19541.5
826,765315.535,6308622.328,20.397,14,9,8741.33333333333,8226,9,8524.22222222222,8274,9,39.6666666666667,39,9,9849.44444444445,9623,9,9066.33333333333,8781
827,765317.682,6308622.807,20.394,11,9,12095.3333333333,12359,9,13209.5555555556,13830,9,68.2222222222222,81,9,14979,15337,9,11659.6666666667,11739
828,765320.55,6308621.404,20.379,15,12,13201,13340.5,12,16439,16701.5,12,82.4166666666667,89.5,12,18563.5,18270.5,12,13667.3333333333,13678.5
829,765323.443,6308620.641,20.356,14,9,12005.7777777778,12171,9,13147.3333333333,11782,9,65,59,9,17554.2222222222,17017,9,11545.4444444444,10657
830,765323.126,6308619.852,20.419,12,9,9074.88888888889,8418,9,12960.7777777778,11969,9,51.5555555555556,46,9,17746.8888888889,17171,9,13844.1111111111,12866
831,765325.591,6308620.889,20.438,10,8,8326.125,8389.5,8,11581.875,11534.5,8,64.375,58.5,8,13874.5,12928.5,8,12976.875,12483
832,765328.124,6308621.745,20.399,13,9,11086.7777777778,11309,9,15482.1111111111,16575,9,52.8888888888889,55,9,19484.2222222222,20348,9,15687.1111111111,16506
833,765327.936,6308622.505,20.407,12,12,11534.0833333333,11666,12,17782,18396.5,12,46.5833333333333,41.5,12,23996.0833333333,24685.5,12,19726.25,20079
834,765330.076,6308622.191,20.415,9,10,13563.5,13900,10,20426.6,20773,10,37,34,10,25340.3,25926.5,10,19988.1,20694.5
835,765336.851,6308621.806,20.427,10,9,10876.1111111111,11184,9,15042.2222222222,15651,9,70.3333333333333,70,9,18877,18681,9,15728.2222222222,15332
836,765342.25,6308623.338,20.501,9,9,7080.66666666667,7102,9,10817.8888888889,10687,9,24.3333333333333,9,9,14671.2222222222,14731,9,15512.4444444444,14929
837,765342.551,6308618.55,20.407,11,9,8300.88888888889,7863,9,11275.3333333333,10457,9,71.4444444444444,75,9,15304.3333333333,15507,9,14781.5555555556,15446
838,765348.037,6308620.039,20.503,12,12,8824.91666666667,8885,12,13926.5,14242,12,59.5,56,12,20612.0833333333,20855,12,19734.25,19894.5
839,765352.383,6308622.201,20.416,12,10,5977.4,5512.5,10,8153.9,7714,10,34,23,10,11524.6,10527,10,10554.6,10374.5
840,765361.209,6308625.785,20.334,20,10,7582.6,7499.5,10,6661.5,6579,10,41.1,39.5,10,6881.9,6897,10,5896.6,5868
841,765355.01,6308630.471,20.413,11,10,7286.1,7088.5,10,10610.2,9754.5,10,32.6,29.5,10,14321.5,12972,10,14108.5,13432.5
842,765344.77,6308632.047,20.443,13,12,8848.58333333333,8758,12,13469.5,13522,12,49.1666666666667,50,12,18511.1666666667,18823,12,17254.4166666667,17272
843,765344.005,6308632.519,20.445,13,9,7893,7860,9,12237.2222222222,12681,9,38.5555555555556,30,9,18056.5555555556,17683,9,17812.7777777778,17988
844,765342.585,6308633,20.44,9,9,7281.77777777778,7422,9,9866.88888888889,9990,9,57.3333333333333,48,9,13143,13658,9,11969.7777777778,12336
845,765325.035,6308634.955,20.436,11.5,9,8889.66666666667,8837,9,14053.6666666667,15343,9,36.5555555555556,22,9,18962.2222222222,21265,9,16532.3333333333,17090
846,765310.507,6308636.961,20.442,10,10,9216.9,8329,10,13211.5,13006,10,31.5,27,10,17330.5,16319.5,10,17633.7,17968.5
847,765308.063,6308636.449,20.442,10,12,9514.25,8617.5,12,12543.0833333333,11015,12,42.0833333333333,31,12,14077.8333333333,11626.5,12,13641.25,12756
848,765306.619,6308636.423,20.393,13,9,13129.5555555556,13071,9,16389.8888888889,16336,9,96.3333333333333,109,9,21830,20525,9,15301.7777777778,15569
849,765287.674,6308645.089,20.447,8,9,11835.2222222222,12341,9,15507,14283,9,101.333333333333,107,9,21396.2222222222,18934,9,19190.7777777778,17354
850,765287.605,6308652.351,20.403,13,10,13222.9,13161,10,18254.1,19007.5,10,70.9,72.5,10,24887.2,25355,10,18605.1,18825.5
851,765287.496,6308658.561,20.441,10,10,10950.3,11473.5,10,13885.4,13450,10,45.7,38,10,18842.1,17347,10,15770,15294
852,765288.415,6308668.948,20.42,17,12,16666.5,17061.5,12,15696.6666666667,14606.5,12,73,75.5,12,15534.8333333333,14583,12,10871.6666666667,9970
853,765289.734,6308671.621,20.492,13,8,11533.875,11654,8,12803.125,13392.5,8,50.75,48,8,13829.375,14450.5,8,12027.125,12388
854,765291.781,6308672.4,20.459,10,9,11882.6666666667,12008,9,15725.6666666667,16150,9,77,70,9,20393.2222222222,21952,9,16600.2222222222,17302
855,765298.628,6308677.213,20.448,14,10,12007.4,11957,10,15906.6,16388,10,64.1,63.5,10,22579.5,23295.5,10,16724.6,17170
856,765299.232,6308676.708,20.47,13,12,9891.08333333333,9808.5,12,12138.8333333333,13047.5,12,48,43.5,12,14468.8333333333,14828,12,12372.8333333333,12331.5
857,765299.239,6308678.049,20.469,12,9,12069,12328,9,16441.1111111111,17312,9,54.7777777777778,60,9,19879.2222222222,20689,9,17173.7777777778,17957
858,765300.752,6308678.335,20.462,14,9,13179.6666666667,12109,9,17312.2222222222,17377,9,56.8888888888889,55,9,21438.8888888889,20418,9,16592.2222222222,15842
859,765314.627,6308684.194,20.503,10,9,10439.7777777778,10324,9,14919.6666666667,15652,9,68.8888888888889,79,9,21614.3333333333,20562,9,17612.3333333333,18097
860,765319.344,6308686.58,20.476,10,10,12676,12656,10,20169.7,19566.5,10,75.2,70,10,26374.2,26120,10,19975.2,19818.5
861,765338.796,6308695.631,20.488,10.5,9,8595.33333333333,8694,9,13343.4444444444,13300,9,41.1111111111111,36,9,18974.2222222222,18997,9,18659.6666666667,18006
862,765339.254,6308695.721,20.449,17,10,9736.2,9626.5,10,14527.3,14806.5,10,45.7,40,10,18845.5,19435,10,15297.3,15453
863,765338.716,6308700.533,20.5,10,10,9641.6,9429.5,10,17270.9,17199,10,60,48,10,26606.6,26395,10,24798.1,24814
864,765338.707,6308700.563,20.516,10,9,9898,9458,9,17965.4444444444,18498,9,71.8888888888889,75,9,27991.7777777778,28408,9,25876.7777777778,25624
865,765340.17,6308703.205,20.505,13,9,6846.11111111111,6630,9,10488.4444444444,10269,9,38.7777777777778,35,9,15229.2222222222,15041,9,15123.1111111111,14552
866,765341.122,6308702.789,20.434,14.5,10,8868.2,9306,10,13618.7,14565,10,65.8,71,10,15734.1,17091,10,13373.5,14222.5
